Year,Date,Site,DayNight,TideZone,Predator,PredSize,EstimatedPredSize,PossibleChaemoPred,Prey,PreySize,EstimatedPreySize,Drilling
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,27,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,25,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,32,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,20,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,20,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Cantharidella tesselata,6,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,25,FALSE,FALSE,Sypharochiton pelliserpentis,0,TRUE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Cantharidella tesselata,4,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Cantharidella tesselata,5,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,42,FALSE,FALSE,Plaxiphora caelata,22,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,19,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,29,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,18,FALSE,FALSE,Epopella plicata,6,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,40,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,31,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,20,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,20,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Siphonaria australis,7,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,27,FALSE,FALSE,Cantharidella tesselata,5,TRUE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Cantharidella tesselata,4,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,41,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,40,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,32,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,36,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,36,FALSE,FALSE,Diloma aethiops,20,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,32,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,34,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,32,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,40,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,27,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,34,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,41,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,38,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,33,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,42,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,37,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,31,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,25,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,27,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Siphonaria australis,6,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,34,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,37,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,37,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,36,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,31,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,19,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,44,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,38,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,25,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,19,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,27,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,38,FALSE,FALSE,Plaxiphora caelata,17,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,23,FALSE,FALSE,Cantharidella tesselata,5,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,20,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,25,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,36,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,38,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,44,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,40,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,33,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,34,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,42,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,37,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Cominella maculosa,37,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Paratrophon patens,16,FALSE,FALSE,Mytilus galloprovincialis,14,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,19,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,26,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,32,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,24,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,33,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,34,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,30,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2004,7/1/04,TaurangaHead,Night,General_Unspecified,Haustrum haustorium,28,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
